molid,score,RF_pred,RF_10K_pred
EN_m_22bbg_14175X18811__s12112994_s10269102_s-1,-18.577821,-18.46128286000001,-18.46128286000001
EN_m_2430bbb_4431X16738__s10267582_s14048972_s-1,-25.546482,-22.22976205,-22.229762049999998
EN_m_27bbd_10224X2510__s14036686_s4639248_s-1,-31.376319,-26.45370639999999,-26.453706399999987
EN_m_527bbb_13275X12060__s154892_s7426026_s-1,-10.145305,-13.48803372,-13.48803372
EN_m_271948bba_6165X12061__s14188558_s9931752_s-1,-11.384172999999999,-14.461609629999995,-14.461609629999996
EN_m_22cbg_14175X536__s10228850_s308490_s-1,-21.724066,-20.874898479999988,-20.87489847999999
EN_m_2708bba_6768X15592__s7049356_s20070142_s-1,-21.404844,-18.655817519999975,-18.655817519999975
EN_m_527bbb_13275X12060__s15089210_s16810370_s-1,-22.858341,-21.067313130000034,-21.067313130000034
EN_m_22cbb_5803X533__s4970022_s130878_s-1,-17.024467,-17.568959779999975,-17.568959779999975
EN_m_11bbb_6602X10262__s3705588_s53956_s-1,-24.426963,-21.826233869999967,-21.826233869999978
EN_m_271949aba_5745X4511__s15089138_s10843280_s-1,-7.008738,-9.350430039999996,-9.350430039999997
EN_m_11bbc_4643X10267__s12156398_s1282280_s-1,-28.577134,-25.026167680000032,-25.02616768000003
EN_m_2708bba_6768X15592__s1307600_s912628_s-1,-20.278029,-19.269739640000008,-19.269739640000008
EN_m_11bbc_4643X10267__s1323674_s6008220_s-1,-28.973364,-24.33029290999999,-24.330292909999983
EN_m_28bca_245X1306__s72921_s72589_s-1,-18.701563,-19.36858736000002,-19.36858736000002
EN_m_188690bbc_756X8624__s15243020_s9349098_s-1,-16.3766,-17.451782200000018,-17.45178220000002
EN_m_271949aba_5745X4511__s18784976_s12850342_s-1,-15.947982000000001,-17.164418639999983,-17.164418639999983
EN_m_22bbb_5803X18326__s11945796_s10156580_s-1,-27.796082000000002,-23.729610800000003,-23.729610800000003
EN_m_527bbb_13275X12060__s18715844_s12523522_s-1,-21.322947,-20.470671720000023,-20.470671720000023
EN_m_272610bba_802X10252__s17765594_s18208568_s-1,-17.865897,-17.816440359999987,-17.816440359999987
EN_m_527bbb_13275X12060__s11762964_s13758702_s-1,-13.255425,-14.854548699999995,-14.854548699999995
EN_m_22cbg_14175X536__s1326938_s13030286_s-1,-11.143413,-14.125466720000004,-14.125466720000004
EN_m_2718bba_16504X4183__s13772346_s1023862_s-1,-17.82568,-18.341414839999985,-18.341414839999985
EN_m_22bbe_1101X18326__s21018834_s18624834_s-1,-15.860845999999999,-16.383123890000018,-16.383123890000018
EN_m_271949aba_5745X4511__s10839848_s16792364_s-1,-7.092953,-11.689954629999995,-11.689954629999997
EN_m_22dbb_498X18326__s16656126_s322274_s-1,-18.958014000000002,-17.71863856000002,-17.71863856000002
EN_m_271948bba_6165X12061__s9943570_s13763026_s-1,-22.030452,-21.236281299999987,-21.236281299999987
EN_m_2718bba_16504X4183__s9228586_s16805874_s-1,-23.902631,-20.962060629999982,-20.96206062999998
EN_m_7bmb_867X3692__s10123922_s2537422_s-1,-13.919604999999999,-16.132381400000018,-16.132381400000018
EN_m_6bba_1188X1718__s71868_s6741974_s-1,-22.945180999999998,-21.367120000000018,-21.367120000000018
EN_m_2718bba_16504X4183__s9148574_s1008682_s-1,-20.61245,-19.413306490000018,-19.413306490000018
EN_m_22bbe_1101X18326__s8228748_s11945726_s-1,-20.656582999999998,-19.465391659999973,-19.465391659999973
EN_m_271948bba_6165X12061__s14792168_s9920966_s-1,-18.189434,-18.141043519999982,-18.14104351999998
EN_m_527bbb_13275X12060__s1034160_s156862_s-1,-21.176185999999998,-20.409653589999984,-20.409653589999984
EN_m_11cbc_4643X1115__s5581172_s54618_s-1,-17.610917999999995,-18.23671540000002,-18.23671540000002
EN_m_2718bba_16504X4183__s869744_s9787232_s-1,-18.859060999999997,-18.74940536000004,-18.749405360000036
EN_m_22bbb_5803X18326__s530696_s17783420_s-1,-26.193555,-23.61325958999999,-23.613259589999988
EN_m_2718bba_16504X4183__s15557822_s19493314_s-1,-16.561082,-17.292722719999983,-17.29272271999998
EN_m_272212baa_7217X155__s13251862_s13157742_s-1,-22.379641,-20.95284285,-20.952842849999993
EN_m_2430bbb_4431X16738__s13939282_s10345996_s-1,-19.765473999999998,-19.440319430000017,-19.440319430000017
EN_m_527bbb_13275X12060__s10207340_s9208318_s-1,-26.280275,-23.67500647000001,-23.67500647000002
EN_m_2430bbb_4431X16738__s3082182_s21435342_s-1,-25.88494,-22.189785299999976,-22.189785299999976
EN_m_2718bba_16504X4183__s2262676_s12106496_s-1,-19.231481,-18.57165604000001,-18.57165604000001
EN_m_22bbg_14175X18811__s732188_s101185_s-1,-27.027745,-23.59665236000001,-23.59665236000002
EN_m_2708bba_6768X15592__s1128612_s19469218_s-1,-13.124654999999999,-15.080299020000016,-15.080299020000016
EN_m_11bbb_6602X10262__s820914_s93511_s-1,-19.352313,-19.030950250000018,-19.030950250000018
EN_m_22cbg_14175X536__s4433210_s8627558_s-1,-14.542491,-16.269748669999988,-16.269748669999988
EN_m_527cbb_13275X712__s15562684_s2757212_s-1,-17.562915,-16.36565165999999,-16.36565165999999
EN_m_11cbb_6602X1115__s10210902_s12104712_s-1,-15.166614000000001,-17.306076749999992,-17.306076749999992
EN_m_271948bba_6165X12061__s14518446_s12424786_s-1,-19.403402,-20.32299305999998,-20.32299305999998
EN_m_240690bbc_15126X1245__s7401048_s16656870_s-1,-13.9697,-16.128058610000018,-16.128058610000018
EN_m_273392bab_47X12404__s15106804_s11010936_s-1,-19.072416,-19.19279876999999,-19.19279876999999
EN_m_22bcd_812X14285__s1155136_s101574_s-1,-25.727381,-23.650240949999993,-23.650240949999993
EN_m_22bbg_14175X18811__s13155490_s12131360_s-1,-22.960838,-20.849198679999983,-20.84919867999999
EN_m_22bbe_1101X18326__s21018842_s20847130_s-1,-15.796841,-17.157382530000017,-17.15738253000002
EN_m_271949aba_5745X4511__s14948862_s10845646_s-1,-10.991049,-13.170085269999984,-13.170085269999985
EN_m_11ccb_4522X575__s17660370_s10156302_s-1,-20.193588000000002,-18.990805690000016,-18.990805690000016
EN_m_22bbe_1101X18326__s20839454_s59654_s-1,-25.251123,-24.08430431000001,-24.084304310000007
EN_m_512bba_5148X10475__s10392266_s8696572_s-1,-4.739219,-10.660674370000011,-10.660674370000013
EN_m_22bbg_14175X18811__s2027526_s594334_s-1,-17.977432,-17.989304859999976,-17.989304859999976
EN_m_271948bba_6165X12061__s9941256_s9927142_s-1,-14.770118,-15.453550109999993,-15.453550109999991
EN_m_2718bba_16504X4183__s10892730_s8634826_s-1,-23.282598,-22.16113739,-22.161137389999993
EN_m_271949aba_5745X4511__s14524228_s10842962_s-1,-17.469859,-17.844404760000018,-17.84440476000002
EN_m_2740bbb_959X9971__s14468686_s1023020_s-1,-11.633761,-13.749970900000017,-13.749970900000017
EN_m_2708bba_6768X15592__s15726038_s16767208_s-1,-13.763952,-14.81880452000001,-14.81880452000001
EN_m_2718bba_16504X4183__s14522932_s868274_s-1,-12.782501,-14.462311639999989,-14.462311639999989
EN_m_22bbg_14175X18811__s16465868_s1009250_s-1,-23.121346,-21.35981408999997,-21.35981408999997
EN_m_271949aba_5745X4511__s14479830_s12910382_s-1,-24.281408,-22.07786836000001,-22.07786836000001
EN_m_527bcb_3363X9671__s5062620_s9967598_s-1,-13.062375,-14.519311909999988,-14.519311909999988
EN_m_27bbd_10224X2510__s11976626_s137215_s-1,-19.913776000000002,-19.741451070000018,-19.74145107000002
EN_m_271949aba_5745X4511__s18957560_s10845178_s-1,-19.903469,-19.825896170000018,-19.82589617000002
EN_m_527bbb_13275X12060__s159968_s465200_s-1,-33.320026,-27.282493310000003,-27.282493310000003
EN_m_271949aba_5745X4511__s10834070_s10846260_s-1,-18.058101999999998,-18.007769509999985,-18.007769509999985
EN_m_22bbg_14175X18811__s610362_s12890544_s-1,-11.238418,-13.16405949,-13.16405949
EN_m_240690bbb_693X16652__s7347528_s7411316_s-1,-18.407033,-18.561517209999984,-18.561517209999984
EN_m_527bbb_13275X12060__s16898838_s156097_s-1,-22.066907999999998,-19.415642250000012,-19.41564225000001
EN_m_2718bba_16504X4183__s17762334_s2679098_s-1,-19.707822,-20.242669910000018,-20.242669910000018
EN_m_271949aba_5745X4511__s10836586_s10844790_s-1,-25.586305,-22.92937923,-22.92937923
EN_m_271949aba_5745X4511__s18337240_s10845814_s-1,-14.887982999999998,-16.266655410000013,-16.266655410000013
EN_m_271949aba_5745X4511__s20768296_s18985870_s-1,-23.651234,-22.50886479999998,-22.50886479999998
EN_m_22bbg_14175X18811__s736054_s308478_s-1,-16.567541000000002,-17.526072259999967,-17.526072259999967
EN_m_527dcb_729X9671__s5344828_s10154862_s-1,-24.991134,-22.714115490000008,-22.71411549000001
EN_m_271949aba_5745X4511__s10833868_s12631072_s-1,-19.707691,-19.76537893000001,-19.765378930000015
EN_m_271948bba_6165X12061__s9943970_s9918500_s-1,-14.10573,-15.247333009999993,-15.247333009999993
EN_m_527bbb_13275X12060__s10738580_s12900292_s-1,-24.705379,-22.52865143,-22.52865143
EN_m_271949aba_5745X4511__s11567526_s11765104_s-1,-21.443513,-20.44876897,-20.448768969999993
EN_m_2430bbb_4431X16738__s5136570_s740830_s-1,-21.707623,-20.674773560000013,-20.67477356000001
EN_m_22bbg_14175X18811__s17549530_s2501580_s-1,-16.077718,-17.710481920000007,-17.710481920000003
EN_m_22bbb_5803X18326__s13206568_s12212032_s-1,-17.560234,-18.13329189000002,-18.13329189000002
EN_m_11cbb_6602X1115__s2562042_s12104712_s-1,-23.095003,-21.716266959999967,-21.716266959999967
EN_m_11ccb_4522X575__s9279630_s139292_s-1,-17.406003,-18.742047300000024,-18.742047300000024
EN_m_271949aba_5745X4511__s11972800_s10843448_s-1,-23.593102,-21.022681180000017,-21.022681180000017
EN_m_271948bba_6165X12061__s9938094_s14524226_s-1,-19.659191,-19.146362949999983,-19.146362949999983
EN_m_527bbb_13275X12060__s9017222_s13310434_s-1,-22.14261,-20.80190582000003,-20.80190582000003
EN_m_271949aba_5745X4511__s10839224_s17793128_s-1,-21.902813000000002,-19.633594819999985,-19.633594819999985
EN_m_22bbg_14175X18811__s11560770_s11763604_s-1,-17.120557,-18.17637146999998,-18.176371469999985
EN_m_22bcb_4091X14285__s15106500_s139303_s-1,-30.854457,-26.307793489999966,-26.307793489999973
EN_m_527bbb_13275X12060__s11682838_s7426026_s-1,-13.143285999999998,-15.12640862999999,-15.12640862999999
EN_m_2718bba_16504X4183__s10304426_s4278702_s-1,-19.569007,-18.727384780000023,-18.727384780000026
EN_m_512bba_5148X10475__s4905804_s4933812_s-1,-17.980252,-18.084060970000014,-18.08406097000001
EN_m_527bbb_13275X12060__s10123964_s3002192_s-1,-11.236346000000001,-14.624119039999993,-14.624119039999993
EN_m_22bbg_14175X18811__s20901084_s2264464_s-1,-13.337047,-15.160497279999992,-15.160497279999992
EN_m_22dbb_498X18326__s18312744_s8634650_s-1,-21.982475,-21.015147280000004,-21.015147280000004
EN_m_271948bba_6165X12061__s9941266_s18673358_s-1,-15.916407000000001,-17.42430032999999,-17.42430032999999
EN_m_271948bba_6165X12061__s9948630_s9913100_s-1,-19.937544,-19.18678019999997,-19.18678019999997
EN_m_512bba_5148X10475__s10339114_s11762998_s-1,-23.977965,-22.52797593000001,-22.527975930000014
EN_m_22bbg_14175X18811__s16724182_s736452_s-1,-22.550562,-21.406786899999965,-21.406786899999965
EN_m_11dbb_3187X10262__s602386_s17318222_s-1,-26.370684999999998,-22.53273098000001,-22.532730980000018
EN_m_2708bba_6768X15592__s7049356_s13450144_s-1,-16.730869000000002,-16.706899749999987,-16.706899749999987
EN_m_11bcb_4522X8531__s16641344_s6474736_s-1,-14.704610999999998,-16.81404153000002,-16.81404153000002
EN_m_22dcb_263X14285__s7913336_s59073_s-1,-15.819167000000002,-16.933354940000026,-16.933354940000026
EN_m_22bbe_1101X18326__s21198832_s530776_s-1,-22.59674,-20.94038155999997,-20.94038155999997
EN_m_2718bba_16504X4183__s9479642_s867830_s-1,-19.33429,-19.067302180000006,-19.067302180000006
EN_m_11bbc_4643X10267__s51865_s924920_s-1,-24.382498000000002,-22.335484499999968,-22.335484499999975
EN_m_22dbf_110X18811__s13771758_s138628_s-1,-22.204164000000002,-21.53445118,-21.53445118
EN_m_22bbb_5803X18326__s9966384_s16810368_s-1,-20.436304,-19.65416536000001,-19.65416536000001
EN_m_527bbc_2622X12062__s542862_s15614650_s-1,-20.326132,-19.132126669999977,-19.132126669999977
EN_m_271948bba_6165X12061__s9947030_s14423250_s-1,-9.785418,-14.05448344999999,-14.05448344999999
EN_m_22bbb_5803X18326__s11618750_s20049444_s-1,-22.78420400000001,-22.05134979000001,-22.051349790000017
EN_m_271948bba_6165X12061__s16979302_s13473168_s-1,-18.600862,-18.837642520000013,-18.83764252000001
EN_m_27bbd_10224X2510__s2164116_s17063862_s-1,-9.141322,-11.724345029999974,-11.724345029999977
EN_m_22bcb_4091X14285__s14789916_s15614092_s-1,-25.665404000000002,-22.24492336000001,-22.24492336000001
EN_m_11cbc_4643X1115__s4643562_s8692954_s-1,-16.352603,-17.288327490000018,-17.28832749000002
EN_m_512bba_5148X10475__s4905804_s13316884_s-1,-9.328128999999999,-11.873745469999996,-11.873745469999994
EN_m_22bbb_5803X18326__s1034152_s14520366_s-1,-24.556023,-22.726254150000035,-22.726254150000035
EN_m_271949aba_5745X4511__s20842800_s10842014_s-1,-23.888141,-20.755037329999983,-20.75503732999998
EN_m_527bbb_13275X12060__s895482_s155942_s-1,-21.815638,-20.395863080000016,-20.395863080000016
EN_m_527dbb_843X12060__s4059160_s18528086_s-1,-30.464997999999998,-26.436210589999966,-26.436210589999963
EN_m_527bbb_13275X12060__s1723696_s746334_s-1,-20.362639,-18.98214089999998,-18.98214089999998
EN_m_512bba_5148X10475__s14058846_s11570298_s-1,-21.846977,-20.53857432999998,-20.53857432999998
EN_m_22dbb_498X18326__s17796012_s219713_s-1,-16.827776,-17.180572400000013,-17.180572400000013
EN_m_22bbc_968X18326__s18319266_s236225_s-1,-29.891483,-24.05768514000001,-24.05768514000001
EN_m_2718bba_16504X4183__s21222806_s10114828_s-1,-18.448635,-18.448260119999983,-18.448260119999986
EN_m_22dbb_498X18326__s13968778_s59333_s-1,-24.272178,-22.396300699999998,-22.3963007
EN_m_271949aba_5745X4511__s16641954_s10843688_s-1,-1.4877799999999999,-8.381995630000008,-8.381995630000008
EN_m_2718bba_16504X4183__s9105792_s8260742_s-1,-14.83496,-16.13631093999998,-16.13631093999998
EN_m_2708bba_6768X15592__s2536808_s14180306_s-1,-5.125443,-11.042599010000005,-11.042599010000004
EN_m_271948bba_6165X12061__s9943826_s11680456_s-1,-19.161093,-18.833430059999987,-18.833430059999987
EN_m_2718bba_16504X4183__s8375944_s2757716_s-1,-24.955049,-21.940442039999986,-21.940442039999983
EN_m_512bba_5148X10475__s10392266_s15723296_s-1,-19.347382,-19.536245139999977,-19.536245139999977
EN_m_2430bbb_4431X16738__s14047098_s14048972_s-1,-18.968888,-18.62081368000003,-18.62081368000003
EN_m_22ccb_4091X379__s8964778_s11560604_s-1,-24.307786,-21.92774432000001,-21.927744320000016
EN_m_22bbe_1101X18326__s20850146_s7344274_s-1,-14.269045000000002,-16.819715430000002,-16.819715430000002
EN_m_22cbg_14175X536__s13596502_s773004_s-1,-23.08021,-22.000024720000024,-22.000024720000024
EN_m_22bbe_1101X18326__s20839158_s59073_s-1,-23.769311,-22.032926230000008,-22.032926230000008
EN_m_22bcb_4091X14285__s4595192_s3847030_s-1,-16.724692,-17.668090610000007,-17.668090610000007
EN_m_22bbg_14175X18811__s17600734_s59232_s-1,-16.429945,-17.830663900000015,-17.830663900000015
EN_m_28bca_245X1306__s158393_s1127550_s-1,-15.002204,-16.359577729999987,-16.359577729999987
EN_m_271949aba_5745X4511__s14471136_s10842838_s-1,-18.924069,-19.087441559999977,-19.087441559999977
EN_m_2718bba_16504X4183__s9149388_s868216_s-1,-15.718193,-17.195372799999987,-17.195372799999987
EN_m_22cbb_5803X533__s4278900_s18312740_s-1,-18.06069,-18.062164470000013,-18.06216447000001
EN_m_27bjd_1516X1902__s9824892_s20616208_s-1,-25.510257,-22.995884099999977,-22.995884099999977
EN_m_22bbg_14175X18811__s4861868_s13287794_s-1,-27.876076,-24.23038045,-24.230380450000002
EN_m_2718bba_16504X4183__s16483338_s868432_s-1,-21.84678,-21.247844560000022,-21.247844560000026
EN_m_2718bba_16504X4183__s19502604_s14595972_s-1,-20.799044,-20.58589685000003,-20.58589685000003
EN_m_22bbb_5803X18326__s57815_s10117810_s-1,-21.263807,-20.242516430000016,-20.242516430000016
EN_m_27bbd_10224X2510__s4509960_s15414346_s-1,-19.326729999999998,-19.20880474,-19.20880474
EN_m_271949aba_5745X4511__s10831560_s10843280_s-1,-8.819717,-13.56005986000001,-13.56005986000001
EN_m_527bbb_13275X12060__s16507356_s15768458_s-1,-25.222538,-22.727938079999994,-22.727938079999994
EN_m_527dbb_843X12060__s4059160_s6175264_s-1,-21.285885,-20.685854060000008,-20.685854060000008
EN_m_2718bba_16504X4183__s13765052_s3391724_s-1,-23.871377,-21.903461759999985,-21.903461759999985
EN_m_22ccb_4091X379__s8303150_s59767_s-1,-23.1758,-21.83065159999999,-21.830651599999992
EN_m_22ccb_4091X379__s7687476_s18907264_s-1,-17.430857999999994,-18.236637949999977,-18.236637949999977
EN_m_240690bbc_15126X1245__s7359524_s14390742_s-1,-27.752137,-23.618792029999977,-23.618792029999977
EN_m_22bbe_1101X18326__s6816024_s13577974_s-1,-22.529784,-21.183984690000006,-21.183984690000003
EN_m_2430bbb_4431X16738__s12915098_s12546008_s-1,-23.797557,-21.305044360000032,-21.30504436000003
EN_m_22dbb_498X18326__s7639372_s4003766_s-1,-19.751895,-19.080288910000018,-19.08028891000002
EN_m_271949aba_5745X4511__s10838954_s19638074_s-1,-16.714751,-17.46353956999999,-17.46353956999999
EN_m_22dbb_498X18326__s18312784_s134281_s-1,-25.734593,-23.07685854999999,-23.076858549999983
EN_m_240690bcc_3949X799__s14929424_s19725244_s-1,-22.76701,-20.23944704000001,-20.239447040000012
EN_m_22bbg_14175X18811__s4147592_s134284_s-1,-17.190317,-17.305126490000017,-17.305126490000017
EN_m_272610bca_561X8522__s18204196_s18215792_s-1,-25.702385,-23.078883870000023,-23.078883870000023
EN_m_527bbb_13275X12060__s18241078_s157453_s-1,-6.929538000000001,-11.399425389999998,-11.399425389999998
EN_m_2718bba_16504X4183__s1128502_s12157980_s-1,-10.628399,-15.157603219999983,-15.157603219999983
EN_m_22bbg_14175X18811__s6108974_s12889980_s-1,-22.264362,-21.065688259999963,-21.065688259999956
EN_m_271948bba_6165X12061__s9941994_s17600780_s-1,-15.061188000000001,-16.381619179999984,-16.381619179999984
EN_m_22bcd_812X14285__s2304310_s13466532_s-1,-22.600528,-20.389681709999994,-20.389681709999994
EN_m_22bbg_14175X18811__s488316_s16810368_s-1,-20.118373000000002,-19.393487490000005,-19.39348749000001
EN_m_38bba_2137X1930__s3114752_s8158524_s-1,-11.445729,-13.20711065000001,-13.20711065000001
EN_m_2718bba_16504X4183__s5635400_s20046186_s-1,-18.943931,-18.91417873000001,-18.91417873000001
EN_m_22bbb_5803X18326__s10392906_s16810368_s-1,-13.026136,-15.468848939999981,-15.468848939999981
EN_m_240690bbc_15126X1245__s7352100_s10864044_s-1,-8.241644,-11.55304319999999,-11.55304319999999
EN_m_22bbc_968X18326__s21420318_s16784026_s-1,-31.004459999999998,-25.566269380000037,-25.56626938000004
EN_m_22bbg_14175X18811__s16784384_s736452_s-1,-25.660844,-22.83245607,-22.83245607
EN_m_22cbb_5803X533__s15259274_s773004_s-1,-26.225488000000002,-23.85932931000001,-23.859329310000007
EN_m_271949aba_5745X4511__s11765272_s10845178_s-1,-17.342855,-17.831640310000022,-17.831640310000026
EN_m_22bcb_4091X14285__s17660372_s15068012_s-1,-20.630252,-19.812254049999982,-19.81225404999998
EN_m_2718bba_16504X4183__s8759784_s7116658_s-1,-19.545305,-18.896640120000026,-18.896640120000026
EN_m_22bcd_812X14285__s2783778_s4433574_s-1,-23.542179,-21.263350920000025,-21.263350920000022
EN_m_271948bba_6165X12061__s9946396_s12212660_s-1,-24.481765,-21.57795443,-21.57795443
EN_m_2718daa_1142X4183__s8260466_s10814018_s-1,-8.681156,-12.384244220000005,-12.384244220000003
EN_m_2718bba_16504X4183__s20821588_s15505372_s-1,-20.855127,-20.134945520000016,-20.134945520000016
EN_m_2708bba_6768X15592__s4643696_s913486_s-1,-23.093093,-21.209523599999976,-21.209523599999976
EN_m_2718daa_1142X4183__s13588398_s868380_s-1,-11.310033,-13.501635329999992,-13.501635329999992
EN_m_11cbc_4643X1115__s10740842_s608688_s-1,-14.627927,-15.913723679999995,-15.913723679999997
EN_m_271949aba_5745X4511__s10836732_s10846150_s-1,-23.773476000000002,-22.798750329999994,-22.798750329999994
EN_m_22bcd_812X14285__s57710_s871836_s-1,-15.874279000000001,-17.483789239999968,-17.483789239999968
EN_m_22bbe_1101X18326__s21018816_s138718_s-1,-13.070021,-15.39471786,-15.39471786
EN_m_2718bba_16504X4183__s19731862_s9446946_s-1,-15.989424,-16.998725280000027,-16.998725280000027
EN_m_22bbg_14175X18811__s14471208_s2264464_s-1,-19.417082999999998,-19.01926522000002,-19.01926522000002
EN_m_22bbb_5803X18326__s14477600_s6108868_s-1,-19.398297,-19.092658299999982,-19.09265829999998
EN_m_22bbe_1101X18326__s20850014_s774212_s-1,-17.604703,-17.22297897999999,-17.22297897999999
EN_m_22bbg_14175X18811__s732188_s1318962_s-1,-24.198683,-22.58548616000001,-22.585486160000013
EN_m_240690bcc_3949X799__s7359684_s17784312_s-1,-16.795015,-18.27361883999998,-18.27361883999998
EN_m_271949aba_5745X4511__s19184600_s13230804_s-1,-21.465519,-20.49160545000002,-20.49160545000002
EN_m_2430dbb_407X16738__s12470566_s14774742_s-1,-18.868198,-18.56721701999997,-18.56721701999997
EN_m_2718bba_16504X4183__s15423296_s12365332_s-1,-17.642433999999994,-18.320412030000018,-18.32041203000002
EN_m_11bcb_4522X8531__s93191_s8304842_s-1,-17.892135,-18.159139480000025,-18.159139480000025
EN_m_22bbb_5803X18326__s11618750_s13310258_s-1,-11.76821,-14.450072889999975,-14.450072889999978
EN_m_2718bba_16504X4183__s8642982_s16647772_s-1,-21.943217999999998,-20.756130219999974,-20.756130219999974
EN_m_6bba_1188X1718__s71685_s11682660_s-1,-22.619489,-21.703526959999994,-21.703526959999994
EN_m_527bcb_3363X9671__s11399250_s10689582_s-1,-18.353395000000006,-18.607080720000024,-18.607080720000024
EN_m_11bcc_732X8536__s8852690_s54851_s-1,-8.989493,-12.541266130000013,-12.541266130000011
EN_m_2718bba_16504X4183__s5536720_s7839978_s-1,-19.755574,-19.017070190000016,-19.017070190000016
EN_m_271948bba_6165X12061__s13903542_s15102352_s-1,-19.721928,-19.74413828999998,-19.74413828999998
EN_m_512bba_5148X10475__s6389904_s9610302_s-1,-8.159286,-12.419516589999995,-12.419516589999994
EN_m_2718bba_16504X4183__s9147538_s7144050_s-1,-10.783233000000001,-13.930258520000011,-13.930258520000013
EN_m_527bbb_13275X12060__s9452852_s14011806_s-1,-24.733683,-22.60199239999997,-22.601992399999975
EN_m_2708bba_6768X15592__s12105788_s16893272_s-1,-6.393566000000001,-10.241993739999991,-10.241993739999991
EN_m_2718bba_16504X4183__s12222796_s3003470_s-1,-11.51707,-13.918910250000012,-13.918910250000012
EN_m_11dbb_3187X10262__s52291_s10544438_s-1,-15.690798000000001,-17.070635470000028,-17.070635470000024
EN_m_271948bba_6165X12061__s13147340_s9935372_s-1,-16.742695,-16.781926039999984,-16.781926039999984
EN_m_527bbb_13275X12060__s11618688_s19745880_s-1,-15.864845,-17.122412050000012,-17.122412050000012
EN_m_22bbe_1101X18326__s2745182_s624976_s-1,-15.350729000000001,-15.977161770000002,-15.977161770000002
EN_m_271949aba_5745X4511__s15151698_s15160364_s-1,-19.168876,-19.009235469999982,-19.00923546999998
EN_m_22bbb_5803X18326__s339774_s9298104_s-1,-24.690003,-22.562814929999995,-22.562814929999995
EN_m_22dbf_110X18811__s13206558_s15614648_s-1,-25.587765,-23.74152209000001,-23.741522090000018
EN_m_22bbb_5803X18326__s58677_s20902882_s-1,-17.549742000000002,-18.358557289999982,-18.358557289999986
EN_m_271948bba_6165X12061__s13261210_s9934624_s-1,-18.577324,-18.760863870000023,-18.760863870000023
EN_m_2708bba_6768X15592__s15565480_s12220312_s-1,-4.273953,-8.926742530000004,-8.926742530000004
EN_m_22bbg_14175X18811__s58305_s19991360_s-1,-16.031202,-16.895347419999982,-16.89534741999998
EN_m_11bcb_4522X8531__s9447296_s11971820_s-1,-24.179347,-20.96564227,-20.96564227
EN_m_22bbe_1101X18326__s8852696_s19666848_s-1,-21.294815,-19.993957549999987,-19.99395754999999
EN_m_207bca_1535X2137__s8159476_s121345_s-1,-21.143103,-19.802723840000027,-19.802723840000027
EN_m_271948bba_6165X12061__s9947600_s15087296_s-1,-13.021478,-15.565836139999973,-15.565836139999972
EN_m_2708bba_6768X15592__s13032244_s14423238_s-1,-11.819073,-14.066872479999981,-14.066872479999981
EN_m_22bbb_5803X18326__s8695946_s13310432_s-1,-24.207775,-22.292054150000023,-22.292054150000023
EN_m_527bbb_13275X12060__s14056598_s9044990_s-1,-10.109792,-12.621182209999995,-12.621182209999994
EN_m_22bbb_5803X18326__s13026996_s4555110_s-1,-25.099202,-22.73535562000001,-22.735355620000018
EN_m_22bbg_14175X18811__s104294_s18186874_s-1,-24.434789000000002,-23.248189129999986,-23.24818912999998
EN_m_2718bba_16504X4183__s13155414_s867442_s-1,-15.610463000000001,-16.425672349999996,-16.425672349999996
EN_m_22cbg_14175X536__s14047516_s5631418_s-1,1.944163,-4.632144219999998,-4.632144219999998
EN_m_271949aba_5745X4511__s21196072_s10906180_s-1,-20.265309,-20.507142839999965,-20.507142839999965
EN_m_269946bcb_76X12137__s13440142_s17010284_s-1,-16.738901000000002,-18.01173747999998,-18.01173747999998
EN_m_22bbg_14175X18811__s9745914_s135933_s-1,-25.297161,-22.67299169999999,-22.672991699999983
EN_m_271948bba_6165X12061__s9940066_s9927480_s-1,-15.772651999999999,-16.22486087000002,-16.224860870000015
EN_m_2230bec_2334X4397__s7462422_s7467368_s-1,-16.573431,-17.56474457000002,-17.56474457000002
EN_m_44daa_4712X300__s4278428_s8686882_s-1,-16.031451999999998,-16.396652289999974,-16.396652289999977
EN_m_22bbg_14175X18811__s13772022_s745798_s-1,-25.928409,-24.06210138000005,-24.062101380000048
EN_m_527bbb_13275X12060__s10543024_s9044990_s-1,-24.603091,-22.364111479999966,-22.364111479999973
EN_m_40bca_1823X1922__s79541_s17056234_s-1,-14.077419,-15.27020168999999,-15.27020168999999
EN_m_2230bbb_1423X5160__s11982648_s10969910_s-1,-18.732398,-18.406368700000023,-18.406368700000026
EN_m_271948bba_6165X12061__s9948946_s14060350_s-1,-18.596234,-18.41843966000004,-18.41843966000003
EN_m_276436bbb_1114X10005__s14313870_s14110176_s-1,-19.914559,-17.82256535000002,-17.82256535000002
EN_m_1458beb_401X4378__s2884948_s2502030_s-1,-21.849487,-21.03944873999998,-21.03944873999998
EN_m_271948bba_6165X12061__s13208694_s9920966_s-1,-21.224984,-20.66649194999997,-20.66649194999997
EN_m_22dbf_110X18811__s13570642_s303832_s-1,-24.791320000000002,-22.34133291,-22.341332910000002
EN_m_22bbg_14175X18811__s765204_s210466_s-1,-20.054214,-19.768997930000005,-19.768997930000005
EN_m_2718bba_16504X4183__s14187202_s3082184_s-1,-25.219672,-21.780715079999986,-21.780715079999986
