molid,score,RF_pred,RF_10K_pred
EN_m_272430bbb_78X4671__s11499654_s10039444_s-1,-24.423378,-21.62344959999999,-21.62344959999999
EN_m_527bbb_13275X12060__s9066446_s11763606_s-1,-22.772765,-20.653916019999983,-20.653916019999983
EN_m_2718bba_16504X4183__s8227496_s19510992_s-1,-10.057978,-12.80011146000002,-12.800111460000021
EN_m_271948bba_6165X12061__s9940746_s20983858_s-1,-13.418013,-15.495183829999993,-15.49518382999999
EN_m_527bbb_13275X12060__s10695822_s593076_s-1,-14.412087,-15.699667649999988,-15.699667649999988
EN_m_22bcd_812X14285__s20973348_s15261124_s-1,-13.942020000000001,-16.498539979999983,-16.498539979999986
EN_m_22bbg_14175X18811__s4491030_s60224_s-1,-19.927906,-19.237028129999974,-19.237028129999974
EN_m_512bba_5148X10475__s9965118_s11406772_s-1,-16.515516,-17.06316997999999,-17.06316997999999
EN_m_2718bba_16504X4183__s1025024_s12433476_s-1,-21.171810999999998,-20.747173649999983,-20.747173649999983
EN_m_274090bba_4129X861__s12935722_s15418262_s-1,-22.416917,-20.944292440000005,-20.944292440000005
EN_m_2430cab_4431X1259__s5454554_s9750314_s-1,-24.389113000000002,-22.460142669999986,-22.460142669999986
EN_m_271948bba_6165X12061__s19505358_s9930692_s-1,-19.029237,-19.120229759999987,-19.120229759999987
EN_m_22bcd_812X14285__s19897938_s60713_s-1,-10.350149,-13.069236660000007,-13.069236660000007
EN_m_2718bba_16504X4183__s10893114_s9437778_s-1,-24.57617,-22.34176221000001,-22.341762210000017
EN_m_22bbg_14175X18811__s4968098_s14319488_s-1,-16.087951,-17.18993176999999,-17.18993176999999
EN_m_271948bba_6165X12061__s19957706_s11566042_s-1,-20.524485000000002,-20.46964166999998,-20.46964166999998
EN_m_22bbg_14175X18811__s4823378_s338590_s-1,-21.653771,-20.317688270000005,-20.317688270000005
EN_m_271948bba_6165X12061__s9938944_s13776960_s-1,-17.253895999999994,-17.515547979999994,-17.515547979999997
EN_m_527bbc_2622X12062__s7963466_s15614650_s-1,-14.52159,-16.078330430000005,-16.078330430000005
EN_m_2430bbb_4431X16738__s3391584_s6554198_s-1,-17.583822,-18.025710980000028,-18.025710980000028
EN_m_271948bba_6165X12061__s9942274_s9932280_s-1,-13.255374,-16.120950570000005,-16.120950570000005
EN_m_22bbe_1101X18326__s625136_s16784164_s-1,-13.336946,-14.610804709999984,-14.610804709999984
EN_m_2718bba_16504X4183__s20821588_s8644286_s-1,-19.025292999999998,-18.899144619999987,-18.899144619999987
EN_m_276436bbb_1114X10005__s14076498_s16715898_s-1,-22.436187,-20.480817750000007,-20.480817750000007
EN_m_2430bbb_4431X16738__s14418320_s9359138_s-1,-24.356662,-22.65035185999999,-22.65035185999999
EN_m_22bbe_1101X18326__s20850126_s15025838_s-1,-23.178053,-19.91665789000001,-19.916657890000014
EN_m_2718bba_16504X4183__s15731866_s9787232_s-1,-16.603571,-17.72752679000003,-17.72752679000003
EN_m_527bbb_13275X12060__s9780392_s156791_s-1,-18.625945,-18.925843630000006,-18.925843630000003
EN_m_11bcc_732X8536__s14789912_s135668_s-1,-25.444532000000002,-22.89524591,-22.895245909999993
EN_m_2708bba_6768X15592__s3160864_s16924274_s-1,-13.989301000000001,-15.527176800000007,-15.527176800000007
EN_m_2718cba_16504X413__s16513126_s7592464_s-1,-16.079898,-17.141925139999984,-17.141925139999984
EN_m_2708dba_177X15592__s1499370_s13760130_s-1,-23.096395,-21.47031713000001,-21.470317130000012
EN_m_11bcb_4522X8531__s15733866_s745614_s-1,-22.177224,-20.94738105000001,-20.94738105000001
EN_m_22bbb_5803X18326__s2302908_s19900960_s-1,-24.470232,-22.161368829999965,-22.161368829999972
EN_m_271949aba_5745X4511__s17552822_s18673432_s-1,-18.205529000000002,-18.856453390000013,-18.856453390000013
EN_m_2718bba_16504X4183__s19452788_s1023838_s-1,-15.720675,-17.043102180000016,-17.043102180000016
EN_m_22dbb_498X18326__s15066160_s15261630_s-1,-21.910048,-20.10891726999999,-20.10891726999999
EN_m_11cbb_6602X1115__s16608040_s235109_s-1,-18.147911999999998,-18.062056439999978,-18.062056439999978
EN_m_11ccb_4522X575__s16608028_s12104712_s-1,-14.768129,-16.165620290000017,-16.165620290000017
EN_m_512bba_5148X10475__s7044956_s6109946_s-1,-18.807781,-18.668835449999982,-18.668835449999982
EN_m_2718bba_16504X4183__s4509756_s15432302_s-1,-15.600098999999998,-17.33098808,-17.33098808
EN_m_2718bba_16504X4183__s13443560_s2228832_s-1,-15.750754999999998,-17.17787992000001,-17.17787992000001
EN_m_2718bba_16504X4183__s20776132_s868394_s-1,-14.848020000000002,-15.90518734999999,-15.90518734999999
EN_m_512bba_5148X10475__s9321022_s14723576_s-1,-20.623476,-20.404376719999988,-20.404376719999988
EN_m_22bbg_14175X18811__s8695952_s594334_s-1,-15.406614999999999,-17.446458060000026,-17.446458060000026
EN_m_22bbb_5803X18326__s57864_s15424572_s-1,-24.770411,-22.284523349999986,-22.284523349999986
EN_m_22bbd_1604X18811__s12219376_s2264464_s-1,-19.974269,-19.560679760000024,-19.560679760000024
EN_m_269946bbb_145X15373__s11715858_s7298302_s-1,-16.041273,-16.854584880000022,-16.854584880000022
EN_m_527bbb_13275X12060__s6492614_s155931_s-1,-22.057998,-20.387188339999994,-20.387188339999994
EN_m_271948bba_6165X12061__s17599246_s15559416_s-1,-19.856203,-19.15936882000002,-19.15936882000002
EN_m_2718bba_16504X4183__s14934360_s7557676_s-1,-23.30509,-20.945135070000013,-20.94513507000001
EN_m_240690bbc_15126X1245__s7401048_s19726018_s-1,-2.517792,-8.388470629999992,-8.388470629999993
EN_m_2708bba_6768X15592__s17664438_s915380_s-1,-14.063219,-15.888676389999983,-15.888676389999983
EN_m_271948bba_6165X12061__s17550398_s19732038_s-1,-15.07895,-15.624722940000005,-15.624722940000003
EN_m_271948bba_6165X12061__s9942080_s9920966_s-1,-13.498051,-15.122307800000005,-15.122307800000003
EN_m_527bbb_13275X12060__s15141096_s156841_s-1,-14.675189999999999,-16.372450209999982,-16.372450209999986
EN_m_272610bba_802X10252__s18204034_s18209588_s-1,-17.734648999999994,-18.061959459999994,-18.061959459999994
EN_m_271949aba_5745X4511__s17520454_s10846500_s-1,-22.216010999999998,-20.942433709999992,-20.942433709999992
EN_m_276492aaa_107X8051__s14269934_s14694088_s-1,-21.597801999999998,-19.99526029,-19.995260289999997
EN_m_527bbb_13275X12060__s18716372_s217438_s-1,-15.367410000000001,-16.98130347000001,-16.98130347000001
EN_m_527dcb_729X9671__s12332556_s12899918_s-1,-15.452513,-16.467433849999992,-16.46743384999999
EN_m_2740bbb_959X9971__s14688144_s1203090_s-1,-23.172999,-21.647466849999965,-21.647466849999965
EN_m_22bbe_1101X18326__s2442484_s510240_s-1,-23.624092,-21.61354610000001,-21.613546100000008
EN_m_22bcd_812X14285__s20973338_s130673_s-1,-15.742395000000002,-16.592458369999996,-16.592458369999996
EN_m_2718bba_16504X4183__s5455950_s8852634_s-1,-20.603268,-19.753616790000024,-19.753616790000024
EN_m_4bba_861X4623__s7287098_s67236_s-1,-28.450498,-25.54613258,-25.546132580000002
EN_m_22bbg_14175X18811__s57747_s135936_s-1,-16.957136,-17.469382319999994,-17.469382319999994
EN_m_273462bbc_560X2913__s15272544_s18339844_s-1,-9.841938,-12.941350330000011,-12.941350330000013
EN_m_22cbg_14175X536__s12122930_s8767228_s-1,-24.539878,-22.25055511000001,-22.250555110000015
EN_m_271949aba_5745X4511__s17514852_s21221766_s-1,-20.722892,-19.68056417,-19.68056417
EN_m_22bbb_5803X18326__s466336_s18358972_s-1,-16.35882,-16.904633649999983,-16.904633649999983
EN_m_22bbg_14175X18811__s7932860_s19991360_s-1,-17.270149,-17.37692936999998,-17.37692936999998
EN_m_22bbg_14175X18811__s10269526_s60564_s-1,-11.735737,-13.831553899999989,-13.831553899999987
EN_m_269946bcb_76X12137__s12311910_s7307142_s-1,-21.665485999999998,-19.891927400000032,-19.89192740000003
EN_m_271949aba_5745X4511__s10836564_s10845100_s-1,-15.237456,-16.230722269999998,-16.230722269999998
EN_m_22bbg_14175X18811__s9865724_s9105000_s-1,-19.672992,-19.456563160000012,-19.45656316000001
EN_m_22bbe_1101X18326__s293928_s2308956_s-1,-20.144177,-18.578225289999974,-18.578225289999974
EN_m_2430bbb_4431X16738__s2302918_s10390822_s-1,-22.750549,-21.126604920000023,-21.126604920000023
EN_m_271949aba_5745X4511__s10839224_s12090158_s-1,-23.646069,-22.185851559999985,-22.18585155999998
EN_m_11dbb_3187X10262__s12219622_s54089_s-1,-20.243586999999998,-19.657884949999982,-19.657884949999985
EN_m_22bbe_1101X18326__s21018884_s159599_s-1,-29.791175,-26.16229999999999,-26.16229999999999
EN_m_527bbb_13275X12060__s4906322_s15081124_s-1,-17.967472,-18.089806010000018,-18.08980601000002
EN_m_2718cba_16504X413__s1008904_s13040612_s-1,-21.796841,-19.60660374000002,-19.60660374000002
EN_m_2718bba_16504X4183__s20842790_s5531956_s-1,-25.347025,-23.001995210000025,-23.001995210000022
EN_m_22bcd_812X14285__s2680930_s16656880_s-1,-26.423014000000002,-23.477775249999976,-23.477775249999976
EN_m_2718cba_16504X413__s1026074_s7633138_s-1,-15.855375,-16.172785800000018,-16.172785800000014
EN_m_2708bba_6768X15592__s10392286_s7206804_s-1,-21.852187,-20.825538179999985,-20.825538179999985
EN_m_2718cba_16504X413__s15783724_s10114842_s-1,-10.201879,-13.088198389999983,-13.088198389999985
EN_m_22bcd_812X14285__s20973310_s59090_s-1,-16.223635,-17.590414140000018,-17.590414140000018
EN_m_11dbb_3187X10262__s52291_s4357142_s-1,-24.299413,-22.07129402,-22.071294019999993
EN_m_271949aba_5745X4511__s13970274_s12850630_s-1,-19.592953,-18.855634720000022,-18.855634720000022
EN_m_271949aba_5745X4511__s15089334_s12429618_s-1,-12.685708,-14.85436831999999,-14.85436831999999
EN_m_271948bba_6165X12061__s9945808_s9911136_s-1,-24.296985999999997,-21.63544663000001,-21.63544663000001
EN_m_22dcb_263X14285__s16772370_s20850228_s-1,-17.552166,-17.937075599999982,-17.93707559999998
EN_m_271949aba_5745X4511__s10837658_s10843106_s-1,-14.128212,-15.346456510000005,-15.346456510000005
EN_m_22bcd_812X14285__s20276132_s138717_s-1,-24.985563,-23.145129689999994,-23.145129689999994
EN_m_11bbb_6602X10262__s116683_s53956_s-1,-19.370465,-18.78481041999998,-18.784810419999985
EN_m_11bbb_6602X10262__s452194_s137138_s-1,-15.520914999999999,-16.37286079,-16.37286079
EN_m_22dcb_263X14285__s2023052_s138496_s-1,-19.95645,-19.151326329999975,-19.151326329999975
EN_m_2718bba_16504X4183__s9148682_s9297894_s-1,-16.343726999999998,-17.105975419999982,-17.10597541999998
EN_m_22bbb_5803X18326__s58677_s14545812_s-1,-18.644417,-19.094271329999987,-19.094271329999987
EN_m_11bcc_732X8536__s10436068_s6108866_s-1,-22.331592,-21.172551029999994,-21.172551029999994
EN_m_22bbg_14175X18811__s19470662_s7286080_s-1,-10.97194,-13.800545909999993,-13.800545909999991
EN_m_527bbb_13275X12060__s2663968_s17311378_s-1,-19.65977,-19.837873769999987,-19.83787376999999
EN_m_2708bba_6768X15592__s13953330_s913136_s-1,-15.439588,-16.545631909999983,-16.545631909999983
EN_m_6bba_1188X1718__s71868_s16622410_s-1,-18.291515,-18.52893162999997,-18.528931629999967
EN_m_273464bbc_4098X263__s11203394_s12628786_s-1,-12.20755,-14.785158330000018,-14.785158330000016
EN_m_271948bba_6165X12061__s9947748_s9932714_s-1,-2.163175,-9.693634760000009,-9.693634760000009
EN_m_22bbb_5803X18326__s8284042_s8602022_s-1,-17.197788,-17.559786579999972,-17.559786579999972
EN_m_22cbg_14175X536__s16487264_s6103846_s-1,-22.548251999999998,-20.74204994000002,-20.74204994000002
EN_m_22bbg_14175X18811__s12112994_s12892430_s-1,-18.904657,-19.040429730000017,-19.04042973000002
EN_m_22bbg_14175X18811__s17756798_s9105000_s-1,-24.658155999999998,-22.098396639999986,-22.098396639999983
EN_m_527bbb_13275X12060__s11416892_s6389934_s-1,-18.781506,-19.24350665000001,-19.243506650000015
EN_m_271949aba_5745X4511__s16620398_s11245002_s-1,-13.471360999999998,-14.915772179999983,-14.915772179999983
EN_m_11bbc_4643X10267__s12060452_s53813_s-1,-22.542857,-21.256814319999975,-21.256814319999975
EN_m_22bbb_5803X18326__s58279_s3365852_s-1,-27.256035999999998,-24.64043963000001,-24.640439630000017
EN_m_527cbb_13275X712__s9787614_s155513_s-1,-16.995957,-16.87038452000002,-16.87038452000002
EN_m_22bbg_14175X18811__s2028744_s2501580_s-1,-8.979632,-12.289906100000017,-12.289906100000014
EN_m_272610bca_561X8522__s18203610_s18218894_s-1,-16.438514,-17.743883499999995,-17.743883499999995
EN_m_20bba_4475X1562__s78418_s12625660_s-1,-24.84585,-22.15603760999999,-22.156037609999988
EN_m_22bbg_14175X18811__s14727236_s11971822_s-1,-19.248510999999997,-18.823499840000004,-18.823499840000004
EN_m_2718bba_16504X4183__s7286886_s10978642_s-1,-18.330349,-17.617012760000012,-17.61701276000001
EN_m_22bbg_14175X18811__s9580538_s1181086_s-1,-17.247107999999994,-17.447552550000015,-17.447552550000015
EN_m_2708bba_6768X15592__s16978928_s19744974_s-1,-4.7379050000000005,-10.855120929999993,-10.85512092999999
EN_m_22bbb_5803X18326__s13206568_s9284384_s-1,-15.187909,-16.14675184999999,-16.14675184999999
EN_m_22bbg_14175X18811__s12112994_s12522870_s-1,-14.934910999999998,-16.03769692000002,-16.03769692000002
EN_m_271949aba_5745X4511__s10836862_s10843280_s-1,-14.704514999999999,-15.273959939999989,-15.273959939999989
EN_m_269946bbc_13892X66__s10852364_s20765578_s-1,-15.504529000000002,-16.425337870000018,-16.42533787000002
EN_m_240690bbb_693X16652__s7347430_s17022848_s-1,-22.905658,-21.344561309999982,-21.344561309999982
EN_m_271948bba_6165X12061__s9945406_s10906176_s-1,-17.29859,-18.024299220000024,-18.024299220000024
EN_m_20bba_4475X1562__s205347_s9818598_s-1,-23.899773,-21.534219910000022,-21.534219910000026
EN_m_22bbe_1101X18326__s21214834_s141271_s-1,-24.806268,-21.97500748,-21.975007480000002
EN_m_271949aba_5745X4511__s13909814_s10843776_s-1,-20.100803,-19.03985313000001,-19.039853130000015
EN_m_22bbg_14175X18811__s9818018_s1180398_s-1,-18.280226000000006,-18.282426650000016,-18.282426650000016
EN_m_271948bba_6165X12061__s9943718_s19176728_s-1,-14.286038000000001,-16.07880814999999,-16.07880814999999
EN_m_11bbb_6602X10262__s20761832_s54592_s-1,-21.48677,-21.51443974,-21.514439739999993
EN_m_271948bba_6165X12061__s13614724_s9915258_s-1,-15.89533,-16.594970420000006,-16.594970420000003
EN_m_27bbd_10224X2510__s19748296_s19645266_s-1,-15.545298,-16.76116332,-16.76116332
EN_m_272610bba_802X10252__s17766342_s18224382_s-1,0.3743530000000001,-4.964550469999999,-4.964550469999999
EN_m_527bbc_2622X12062__s732206_s12523486_s-1,-11.686546,-13.787157419999994,-13.787157419999994
EN_m_527bcb_3363X9671__s3114636_s210091_s-1,-10.706538,-14.157222979999993,-14.157222979999993
EN_m_527bcb_3363X9671__s15427546_s5001360_s-1,-15.379679999999999,-16.5020254,-16.5020254
EN_m_22bbc_968X18326__s21212512_s3365852_s-1,-21.861245,-21.300203780000025,-21.300203780000025
EN_m_2718bba_16504X4183__s7044768_s867174_s-1,-20.746807999999998,-20.185934050000032,-20.18593405000003
EN_m_2708cba_6768X609__s12211038_s8629278_s-1,-15.132869,-17.15541696000001,-17.15541696000001
EN_m_2430bbb_4431X16738__s16913550_s21229462_s-1,-13.646548999999998,-16.351072750000018,-16.351072750000018
EN_m_22bcb_4091X14285__s3114590_s4434372_s-1,-12.264294999999999,-14.764172509999973,-14.764172509999975
EN_m_2718bba_16504X4183__s3191156_s16908556_s-1,-23.286665,-21.690787480000022,-21.690787480000022
EN_m_22bbg_14175X18811__s12112994_s4433076_s-1,-20.784962,-19.68889941999998,-19.68889941999998
EN_m_2430bbb_4431X16738__s12865682_s14723584_s-1,-18.000348000000006,-18.48652711000001,-18.48652711000001
EN_m_188690bbc_756X8624__s8448712_s16892222_s-1,-22.014125,-21.56509050999999,-21.56509050999999
EN_m_2230bbc_4505X5291__s13606604_s680242_s-1,-21.118046,-20.09105292000002,-20.09105292000002
EN_m_22bcb_4091X14285__s3114590_s5534714_s-1,-4.065939,-8.912266409999994,-8.912266409999994
EN_m_271948bba_6165X12061__s19961200_s17831756_s-1,-16.942735,-16.802816370000013,-16.802816370000013
EN_m_271949aba_5745X4511__s10831692_s10843448_s-1,-17.826458,-17.97580759,-17.97580759
EN_m_40bba_15620X2221__s3312242_s7297202_s-1,-21.870922,-20.234837220000017,-20.234837220000017
EN_m_527bbb_13275X12060__s11618688_s7348226_s-1,-21.265608,-21.264661239999988,-21.26466123999999
EN_m_22bbb_5803X18326__s15502822_s13423214_s-1,-21.817252,-20.79534320000002,-20.79534320000002
EN_m_4bba_861X4623__s17547962_s67075_s-1,-11.76876,-15.076582439999996,-15.076582439999996
EN_m_527bbb_13275X12060__s283896_s157452_s-1,-20.221256,-18.794792630000018,-18.79479263000002
EN_m_271948bba_6165X12061__s9938320_s9930672_s-1,-22.811199,-21.1224878,-21.122487800000002
EN_m_271948bba_6165X12061__s9948534_s12307946_s-1,-17.118721,-17.122988740000018,-17.12298874000002
EN_m_240690bbb_693X16652__s13027432_s7414676_s-1,-19.982288,-19.311229419999975,-19.311229419999975
EN_m_11bcb_4522X8531__s93191_s15086490_s-1,-17.120859,-17.625454840000025,-17.625454840000028
EN_m_2430bbb_4431X16738__s740464_s13472844_s-1,-19.597174,-19.2420622,-19.2420622
EN_m_271948bba_6165X12061__s13165244_s14586772_s-1,-13.088341,-15.476668189999984,-15.476668189999984
EN_m_2718bba_16504X4183__s16630376_s15097314_s-1,-13.998628,-15.607226530000016,-15.607226530000018
EN_m_22bbb_5803X18326__s16465874_s15085738_s-1,-21.049218,-19.98469133000004,-19.984691330000036
EN_m_22bbg_14175X18811__s11688286_s60048_s-1,-21.025625,-20.13272949,-20.13272949
EN_m_2718bba_16504X4183__s999010_s13586494_s-1,-15.237093,-16.30072403999998,-16.30072403999998
EN_m_22bcb_4091X14285__s9746006_s59090_s-1,-21.446562,-21.113858150000027,-21.113858150000027
EN_m_527bbb_13275X12060__s645438_s156841_s-1,-8.03839,-11.82416341,-11.82416341
EN_m_22bbb_5803X18326__s57818_s3365852_s-1,-18.828448,-18.48815548999999,-18.48815548999999
EN_m_22bbg_14175X18811__s12521214_s139303_s-1,-27.760247999999997,-24.190270900000016,-24.190270900000016
EN_m_11cbb_6602X1115__s8265166_s12104712_s-1,-26.362346000000002,-24.073349489999966,-24.07334948999996
EN_m_22bbe_1101X18326__s20852984_s1291058_s-1,-15.138682999999999,-16.25091213999998,-16.25091213999998
EN_m_22bbg_14175X18811__s490592_s9631328_s-1,-17.505588,-17.82320269999999,-17.82320269999999
EN_m_271948bba_6165X12061__s9939482_s20286646_s-1,-12.386872,-14.377520250000007,-14.377520250000009
EN_m_271949aba_5745X4511__s13614000_s10846774_s-1,-9.266394,-12.559526959999996,-12.559526959999996
EN_m_22bbg_14175X18811__s16895632_s10154860_s-1,-5.213093,-8.638483289999991,-8.638483289999993
EN_m_22bbe_1101X18326__s20839672_s12329788_s-1,-20.484310999999998,-19.90243927999999,-19.90243927999999
EN_m_2718bba_16504X4183__s19463384_s17830168_s-1,-21.328843,-20.523113700000003,-20.523113700000003
EN_m_271949aba_5745X4511__s10840292_s10842866_s-1,-17.543888,-17.971628349999982,-17.971628349999982
EN_m_22bbb_5803X18326__s150071_s13160852_s-1,-28.001346999999996,-24.80080550999996,-24.80080550999996
EN_m_512bba_5148X10475__s10392266_s7024552_s-1,-16.966372,-17.609826320000025,-17.609826320000025
EN_m_2708bba_6768X15592__s12635872_s2729320_s-1,-10.967148,-14.446021249999989,-14.446021249999987
EN_m_271948bba_6165X12061__s17597682_s13780374_s-1,-10.483209,-13.351849279999993,-13.351849279999993
EN_m_2718bba_16504X4183__s20776132_s2335648_s-1,-18.685187,-18.432476020000017,-18.432476020000017
EN_m_271948bba_6165X12061__s21491566_s9928634_s-1,-17.841036,-18.06236708000001,-18.062367080000012
EN_m_22bbb_5803X18326__s11618750_s14580296_s-1,-18.732673000000002,-18.165681879999987,-18.16568187999999
EN_m_271948bba_6165X12061__s9942550_s9915412_s-1,-19.148744,-19.295350740000018,-19.295350740000018
EN_m_22bbe_1101X18326__s3365808_s2989254_s-1,-21.123992,-20.261473920000018,-20.261473920000018
EN_m_22cbb_5803X533__s1002126_s18313750_s-1,-14.500294,-15.423905119999995,-15.423905119999997
EN_m_527cbb_13275X712__s11246250_s923860_s-1,-17.455263000000002,-17.142647810000003,-17.142647810000003
EN_m_2718bba_16504X4183__s2677476_s7831874_s-1,-4.10348,-9.278550159999996,-9.278550159999995
EN_m_527bbb_13275X12060__s20820644_s602746_s-1,-13.426910999999999,-14.503396550000007,-14.503396550000007
EN_m_2718bba_16504X4183__s6407104_s12525782_s-1,-16.352538,-15.936295360000011,-15.936295360000013
EN_m_22bcd_812X14285__s15559456_s5344920_s-1,-15.035452,-15.232455990000016,-15.232455990000014
